textual_description,label,package_name,package_version,file_names
"start entry Lukz-2.0.0/Lukz/__init__.py, use base64 string, use long string, evaluate code at run-time, end of entry",1,Lukz,2.0.0,__init__.py
"start entry libpushmaskLGTB-6.91/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpushmaskLGTB,6.91,setup.py
"start entry shaders-0.0.2/setup.py, import operating system module, import operating system module, import network module, use URL, use network module call, use operating system module call, use URL, end of entry",1,shaders,0.0.2,setup.py
"start entry py-adpywpong-4.91/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-adpywpong,4.91,setup.py
"start entry security-util-0.0.2/setup.py, import network module, import operating system module, use operating system module call, read sensitive information, end of entry",1,security-util,0.0.2,setup.py
"start entry tpsplitloadhydra-10.39/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpsplitloadhydra,10.39,setup.py
"start entry xoloytubfihhsa-0.0.0/xoloytubfihhsa/__init__.py, use long string, use base64 string, end of entry",1,xoloytubfihhsa,0.0.0,__init__.py
"start entry py-hackedultratool-7.16/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-hackedultratool,7.16,setup.py
"start entry py-controlgrandlib-1.87/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-controlgrandlib,1.87,setup.py
"start entry tprandrehttp-8.84/setup.py, import process module, import operating system module, use process module call, end of entry",1,tprandrehttp,8.84,setup.py
"start entry selfrepaypalhttp-8.54/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfrepaypalhttp,8.54,setup.py
"start entry selfgrandstrpyw-8.11/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfgrandstrpyw,8.11,setup.py
"start entry esqcpustudyhydra-1.64/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqcpustudyhydra,1.64,setup.py
"start entry pycrypterexe-1.0.1/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1,pycrypterexe,1.0.1,setup.py
"start entry urllibinstaller-0.0.0/urllibinstaller/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,urllibinstaller,0.0.0,__init__.py
"start entry selfcpuintelpip-7.65/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfcpuintelpip,7.65,setup.py
"start entry pysanitizer-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1,pysanitizer,1.0.0,setup.py
"start entry mumuziyyds-1.3/setup.py, import operating system module, import network module, read sensitive information, use URL, end of entry",1,mumuziyyds,1.3,setup.py
"start entry sol_structs/__init__.py/sol_structs/__init__.py, import network module, use base64 string, use base64 string, use base64 string, use base64 string, use URL, use network module call, use base64 string, use base64 string, end of entry",1,sol_structs,Unknown,__init__.py
"start entry libtoolrandomrand-8.83/setup.py, import process module, import operating system module, use process module call, end of entry",1,libtoolrandomrand,8.83,setup.py
"start entry selfkillgameintel-2.33/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfkillgameintel,2.33,setup.py
"start entry loggerbyxolo-0.0.0/loggerbyxolo/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,loggerbyxolo,0.0.0,__init__.py
"start entry EZBEAMSW-0.0.0/EZBEAMSW/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,EZBEAMSW,0.0.0,__init__.py
"start entry esqmineosintpip-2.47/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqmineosintpip,2.47,setup.py
"start entry xxxsss-0.1.0/setup.py, import operating system module, use bash script, use operating system module call, end of entry",1,xxxsss,0.1.0,setup.py
"start entry easyfuncsys-0.0.1/setup.py, import operating system module, end of entry",1,easyfuncsys,0.0.1,setup.py
"start entry urllib3installer-0.0.0/urllib3installer/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,urllib3installer,0.0.0,__init__.py
"start entry esqinfostrosint-9.73/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqinfostrosint,9.73,setup.py
"start entry EvannLeGoat-1.0.4/setup.py, import process module, use long string, use process module call, use URL, use URL, end of entry",1,EvannLeGoat,1.0.4,setup.py
"start entry tryhackme_offensive-0.4/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,tryhackme_offensive,0.4,setup.py
"start entry woodwhalehack114-1.3/setup.py, import network module, import process module, import operating system module, end of entry",1,woodwhalehack114,1.3,setup.py
"start entry stillrequestsa-0.0.1/stillrequestsa/__init__.py, use base64 string, end of entry",1,stillrequestsa,0.0.1,__init__.py
"start entry synthetictest-0.0.1/setup.py, import process module, import operating system module, use URL, use operating system module call, use URL, end of entry",1,synthetictest,0.0.1,setup.py
"start entry miantested-0.56/setup.py, import network module, import network module, use URL, use long string, use URL, end of entry",1,miantested,0.56,setup.py
"start entry colors-update-3/setup.py, use URL, end of entry",1,colors-update,3,setup.py
"start entry py-studyedstr-6.90/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-studyedstr,6.90,setup.py
"start entry xoloctwuaywkna-0.0.0/xoloctwuaywkna/__init__.py, use base64 string, end of entry",1,xoloctwuaywkna,0.0.0,__init__.py
"start entry xolokadyqehtbs-0.0.0/xolokadyqehtbs/__init__.py, use long string, use base64 string, end of entry",1,xolokadyqehtbs,0.0.0,__init__.py
"start entry requesqs-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1,requesqs,1.0.0,setup.py
"start entry ReverseShell-0.0.5/setup.py, use URL, use URL, use URL, end of entry",1,ReverseShell,0.0.5,setup.py
"start entry cosmosTroposphere-3.0.1/setup.py, use base64 string, end of entry",1,cosmosTroposphere,3.0.1,setup.py
"start entry libmclibed-5.84/setup.py, import process module, import operating system module, use process module call, end of entry",1,libmclibed,5.84,setup.py
"start entry steembase-1.5.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use URL, use network module call, end of entry",1,steembase,1.5.0,setup.py
"start entry libcckillhydra-8.76/setup.py, import process module, import operating system module, use process module call, end of entry",1,libcckillhydra,8.76,setup.py
"start entry libffm-0.3/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, end of entry",1,libffm,0.3,setup.py
